Point/Time,Mode,Tsa,Psa,Tta,Pta,Macha,Wf_Control,W0,Wc0,T0,P0,PR_Inlet1,W2,Wc2,T2,P2,PR_compressor1,N_compressor1,Nc_compressor1,Eta_is_compressor1,W3,Wc3,T3,P3,PR_combustor1,Wf_combustor1,W4,Wc4,T4,P4,PR_turbine1,N_turbine1,Nc_turbine1,Eta_is_turbine1,W5,Wc5,T5,P5,PR_exhduct,W7,Wc7,T7,P7,PR_exhaust1,T8,P8,V8,Mach8,T9,P9,Athroat_exhaust1,Athroat_geom_exhaust1,FG_exhaust1,FG,FN,RD,WF
29,OD,288.15,101325.0,288.15,101325.0,0,0.16250000000000003,14.93727062993012,,288.15,101325.0,1,14.93727062993012,14.93727062993012,288.15,101325.0,4.37972739433153,13935.120165455177,13935.120165455177,0.8195837021262432,14.937270658260202,4.36069546882052,471.0660438538658,443775.8782306423,1,0.16250000000000003,15.099770658260201,6.07129932431707,893.5840520310808,443775.8782306423,2.500431737559565,13935.120165455177,7913.20333612802,0.8748356065181135,15.099769988950746,13.718277030975079,729.694801162919,177479.70143098966,1,15.099769988950746,13.718277030975079,729.694801162919,177479.70143098966,1.7515884671205493,629.0877128676151,101325.0,467.1989002002174,0.9409080699341594,629.0877128676151,101325.0,0.05759643142014823,0.05759643142014823,7054.595932114037,7054.595932114037,7054.595932114037,0.0,0.16250000000000003
30,OD,288.15,101325.0,288.15,101325.0,0,0.155,14.389247858153377,,288.15,101325.0,1,14.389247858153377,14.389247858153377,288.15,101325.0,4.201331605391186,13645.043210308282,13645.043210308282,0.8065040948062503,14.389245219879497,4.3634381491318095,467.70732014770175,425699.9249162619,1,0.155,14.544245219879496,6.072812334809266,886.7286554581956,425699.924916262,2.486270673373843,13645.043210308282,7778.374618470785,0.8702403210317187,14.544230944651494,13.658534918089714,725.642050992599,171220.26554678843,1,14.544230944651494,13.658534918089716,725.642050992599,171220.2655467884,1.689812638014196,631.5403668995181,101325.0,451.7645265743315,0.9081209500317814,631.5403668995181,101325.0,0.05759643142014823,0.05759643142014823,6570.5676070982245,6570.5676070982245,6570.5676070982245,0.0,0.155
31,OD,288.15,101325.0,288.15,101325.0,0,0.14750000000000002,13.648053143183535,,288.15,101325.0,1,13.648053143183535,13.648053143183535,288.15,101325.0,3.979085429631968,13261.823304164558,13261.823304164558,0.7856631442087839,13.648053131988766,4.352880842253277,464.0847516705915,403180.8311574591,1,0.14750000000000002,13.795553131988767,6.075256380350959,884.7817077852278,403180.8311574591,2.4590567500002045,13261.823304164558,7568.232781826212,0.863615903914749,13.795553123255774,13.541866642738515,726.9873889977866,163957.51385462156,1,13.795553123255774,13.541866642738514,726.9873889977866,163957.5138546216,1.6181348517603906,640.1121608034341,101325.0,434.32579118379624,0.8675078058574195,640.1121608034341,101325.0,0.05759643142014823,0.05759643142014823,5991.764525076155,5991.764525076155,5991.764525076155,0.0,0.14750000000000002
32,OD,288.15,101325.0,288.15,101325.0,0,0.14,13.02655649323859,,288.15,101325.0,1,13.02655649323859,13.02655649323859,288.15,101325.0,3.7838870519321905,12943.087203214558,12943.087203214558,0.7696528397469895,13.026556491500536,4.349452862331169,459.94399721067947,383402.3555370292,1,0.14,13.166556491500536,6.0771103385244105,878.9107623040229,383402.35553702916,2.4280693866833083,12943.087203214558,7410.965609660629,0.8596326121151084,13.166556488142138,13.398828593682191,724.7062640604971,157904.20061296053,1,13.166556488142138,13.398828593682191,724.7062640604971,157904.20061296053,1.5583932949712365,644.4965277221638,101325.0,417.362408144795,0.8309200977987298,644.4965277221638,101325.0,0.05759643142014823,0.05759643142014823,5495.225722865478,5495.225722865478,5495.225722865478,0.0,0.14
33,OD,288.15,101325.0,288.15,101325.0,0,0.1325,12.471409703331169,,288.15,101325.0,1,12.471409703331169,12.471409703331169,288.15,101325.0,3.6034865546944013,12656.953987957286,12656.953987957286,0.7566129447968878,12.471407004090077,4.35046962498707,455.3085565864809,365123.2751544102,1,0.1325,12.603907004090077,6.078676505342476,870.3072188139002,365123.27515441016,2.3927591745632126,12656.953987957286,7282.8643409041615,0.8573407762125311,12.603900230761656,13.229657529747483,720.0352296731174,152595.0789515045,1,12.603900230761656,13.229657529747483,720.0352296731174,152595.0789515045,1.505996338036067,646.1238247916122,101325.0,400.5355308401195,0.7964428433966839,646.1238247916122,101325.00000000001,0.05759643142014823,0.05759643142014823,5048.309869584025,5048.309869584025,5048.309869584025,0.0,0.1325
34,OD,288.15,101325.0,288.15,101325.0,0,0.125,11.855478196336884,,288.15,101325.0,1,11.855478196336884,11.855478196336884,288.15,101325.0,3.4107040215020565,12338.710406103528,12338.710406103528,0.7427062339738607,11.855478180390119,4.3431087063011935,449.8522932748549,345589.58497869584,1,0.125,11.980478180390119,6.077131172222716,862.4930602618963,345589.58497869584,2.347240115673058,12338.710406103528,7131.834863152395,0.8535735192199835,11.980478139822822,13.00552456174577,716.9668861260803,147232.3102656244,1,11.980478139822822,13.00552456174577,716.9668861260803,147232.3102656244,1.4530699261349558,649.4839672201621,101325.0,382.70445635753566,0.7591036852849304,649.4839672201621,101325.0,0.05759643142014823,0.05759643142014823,4584.982373404233,4584.982373404233,4584.982373404233,0.0,0.125
35,OD,288.15,101325.0,288.15,101325.0,0,0.1175,10.950557839271418,,288.15,101325.0,1,10.950557839271418,10.950557839271418,288.15,101325.0,3.1529744587097994,11868.979284994835,11868.979284994835,0.7204771814301576,10.950615548174575,4.3035184236815285,442.41495407986116,319475.13702877035,1,0.1175,11.068115548174575,6.073758527377728,862.634605293179,319475.1370287704,2.271029474003647,11868.979284994835,6859.76512142603,0.8428390680710218,11.068119725490272,12.637217257964686,724.0510624667488,140674.14830401156,1,11.068119725490272,12.637217257964686,724.0510624667488,140674.14830401156,1.3883458998668794,664.0141629131234,101325.0,361.46746070018276,0.709544605073345,664.0141629131234,101325.0,0.05759643142014823,0.05759643142014823,4000.7651318985722,4000.7651318985722,4000.7651318985722,0.0,0.1175
36,OD,288.15,101325.0,288.15,101325.0,0,0.11000000000000004,8.478011446760094,,288.15,101325.0,1,8.478011446760094,8.478011446760094,288.15,101325.0,2.5422699696974336,10329.543864340189,10329.543864340189,0.6345914491006942,8.478017253734194,4.055292897471147,426.1061679059971,257595.50467959244,1,0.11000000000000004,8.588017253734193,6.065528105120487,928.9958659822018,257595.50467959244,2.0204384972100184,10329.543864340189,5752.8568233778915,0.8004932942230605,8.588013295199845,11.428938364265232,807.9733827075654,127494.85076398058,1,8.588013295199845,11.428938364265232,807.9733827075654,127494.85076398058,1.2582763460545825,761.5753361733568,101325.0,321.67773641350715,0.5923280749153143,761.5753361733568,101325.00000000003,0.05759643142014823,0.05759643142014823,2762.5726770889905,2762.5726770889905,2762.5726770889905,0.0,0.11000000000000004
37,OD,288.15,101325.0,288.15,101325.0,0,0.10250000000000004,7.012219034641108,,288.15,101325.0,1,7.012219034641108,7.012219034641108,288.15,101325.0,2.165764027266075,9229.665133202076,9229.665133202076,0.589258422233917,7.012191139072636,3.854779515073739,408.44397049249864,219446.04006273506,1,0.10250000000000004,7.114691139072636,6.032327335876396,971.6191797632755,219446.04006273506,1.821165327566962,9229.665133202076,5026.28623259278,0.7702613026012559,7.1147117285158314,10.382316263653511,867.7927968693241,120497.59389824883,1,7.1147117285158314,10.382316263653511,867.7927968693241,120497.59389824883,1.1892187900147924,830.5721291289923,101325.0,290.6331571019942,0.5141032448288857,830.5721291289923,101324.99999999999,0.05759643142014823,0.05759643142014823,2067.771131529142,2067.771131529142,2067.771131529142,0.0,0.10250000000000004
38,OD,288.15,101325.0,288.15,101325.0,0,0.09499999999999997,6.337010565532841,,288.15,101325.0,1,6.337010565532841,6.337010565532841,288.15,101325.0,1.972042301455426,8655.352256415757,8655.352256415757,0.5736964453722794,6.337010394807413,3.763865316771662,395.32145687198584,199817.186194971,1,0.09499999999999997,6.4320103948074125,5.994754881203933,973.4204217937114,199817.186194971,1.705181019757037,8655.352256415757,4709.164190249018,0.7623054720350065,6.432010458292366,9.726041878554318,881.2292094065489,117182.38936499656,1,6.432010458292366,9.726041878554318,881.2292094065489,117182.38936499656,1.1565002651369016,849.5380764970623,101325.0,268.74595565197313,0.47044402413038827,849.5380764970623,101325.00000000001,0.05759643142014823,0.05759643142014823,1728.5767973772674,1728.5767973772674,1728.5767973772674,0.0,0.09499999999999997
39,OD,288.15,101325.0,288.15,101325.0,0,0.08750000000000002,5.888014943288914,,288.15,101325.0,1,5.888014943288914,5.888014943288914,288.15,101325.0,1.8368211285250382,8226.36608391931,8226.36608391931,0.563818846464179,5.888009071415849,3.7045180716668105,384.83879949170296,186115.9008477995,1,0.08750000000000002,5.975509071415849,5.937449200072993,959.8472271872005,186115.90084779946,1.619769946396572,8226.36608391931,4507.298150604701,0.7666867657977539,5.975510692652156,9.190497800472087,876.5439536511756,114902.67569283093,1,5.975510692652156,9.190497800472087,876.5439536511756,114902.67569283093,1.1340012404917932,849.1931664681622,101324.99999999999,249.570384700851,0.4369453381413669,849.1931664681622,101324.99999999999,0.05759643142014823,0.05759643142014823,1491.3105023492462,1491.3105023492462,1491.3105023492462,0.0,0.08750000000000002
40,OD,288.15,101325.0,288.15,101325.0,0,0.08000000000000002,5.3671172457317144,,288.15,101325.0,1,5.3671172457317144,5.3671172457317144,288.15,101325.0,1.6881412982310577,7730.5730703515965,7730.5730703515965,0.5519786243879827,5.367103849672836,3.6134442336886057,372.2193349276157,171050.9170432619,1,0.08000000000000002,5.447103849672836,5.86060668532759,950.5810603355234,171050.91704326187,1.5191179295466486,7730.5730703515965,4256.243078146864,0.7697653574371499,5.447109479288775,8.557074502683509,878.155957537243,112598.84023244248,1,5.447109479288775,8.557074502683509,878.155957537243,112598.84023244248,1.1112641523063655,855.1307243590709,101325.0,229.09198073851866,0.39979325848062647,855.1307243590709,101325.0,0.05759643142014823,0.05759643142014823,1247.8890999098264,1247.8890999098264,1247.8890999098264,0.0,0.08000000000000002
41,OD,288.15,101325.0,288.15,101325.0,0,0.07250000000000001,4.9793431128091115,,288.15,101325.0,1,4.9793431128091115,4.9793431128091115,288.15,101325.0,1.5948729740384642,7429.493747836839,7429.493747836839,0.5429476562096698,4.979343077956287,3.5078168314858633,363.7479346458297,161600.50409444736,1,0.07250000000000001,5.051843077956287,5.693942527520027,931.1020256055904,161600.50409444736,1.45763663021358,7429.493747836839,4133.042753621197,0.780221681297953,5.051843105055777,8.00304150600481,865.7304727721322,110864.73867686,1,5.051843105055777,8.00304150600481,865.7304727721322,110864.73867686,1.0941499005858377,846.2767425212768,101324.99999999999,210.26909034443838,0.36870102575209357,846.2767425212768,101325.00000000001,0.05759643142014823,0.05759643142014823,1062.2464542629004,1062.2464542629004,1062.2464542629004,0.0,0.07250000000000001
42,OD,288.15,101325.0,288.15,101325.0,0,0.065,4.543295583588591,,288.15,101325.0,1,4.543295583588591,4.543295583588591,288.15,101325.0,1.4919135063270001,7112.483380520588,7112.483380520588,0.5314614891770874,4.543295319401438,3.3741022480062033,353.73697604675885,151168.13602858325,1,0.065,4.608295319401439,5.499628505007541,913.4650369157345,151168.13602858322,1.384788688530173,7112.483380520588,3994.7040687701615,0.7934543492240909,4.608295791349772,7.374887171025015,856.5820447911099,109163.32382021003,1,4.608295791349772,7.374887171025015,856.5820447911099,109163.32382021005,1.0773582415021963,840.5785619837229,101325.00000000001,190.51634623557828,0.3350995126936305,840.5785619837229,101325.0,0.05759643142014823,0.05759643142014823,877.9556765407523,877.9556765407523,877.9556765407523,0.0,0.065
43,OD,288.15,101325.0,288.15,101325.0,0,0.057499999999999996,4.268001450857782,,288.15,101325.0,1,4.268001450857782,4.268001450857782,288.15,101325.0,1.3991327267070282,6795.413344979898,6795.413344979898,0.5208680377238355,4.269353668980283,3.333278922343486,343.8392895756127,141767.12353358962,1,0.057499999999999996,4.3268536689802835,5.298797391424011,874.8255181646581,141767.12353358962,1.3118014387190593,6795.413344979898,3899.998763633793,0.8080320342793399,4.254855540341402,6.761842067185676,827.8671598088524,108070.5656734312,1,4.254855540341402,6.761842067185676,827.8671598088524,108070.5656734312,1.0665735571027013,814.3704336912446,101325.0,174.29838918978024,0.31107816489865453,814.3704336912446,101325.00000000001,0.05759643142014823,0.05759643142014823,741.6144669167184,741.6144669167184,741.6144669167184,0.0,0.057499999999999996
